ResponseID,write,fusion,cogproc,affiliation,group,affiliation_z,cogproc_z,uai,affiliation_z_group,cogproc_z_group,uai_group,label,human
R_2Ui5tWC7UYVSFbO,"I have lived in this country all my life. I love the physical geography of this country. I love our flag and our national symbols. I get tears in my eyes when I hear the Star-Spangled Banner playing. I served in the military of this country to give something back. The best thing about this country is the way that everyone can have a say. We may think that our voices are not heard, but we are certainly not afraid to say something like some other countries. We don't have to show papers when we travel from state to state. Our country may sometimes seem like it doesn't matter, but when something happens, people big or small rise up to do what they can to help. This is a very generous country and I am proud to be a citizen.",7.0,12.77,7.09,country (usa),1.4359263689446655,-0.2755294108865811,1.7114557798312469,1.1356985163489235,-0.1789202038074694,1.314618720156393,high,False
gpt-4o,"The concept of ""value as my calling"" is intriguing but doesn’t strongly resonate with me. I acknowledge the importance of having values to guide one's actions and decisions, but I wouldn't say I feel a deep connection to a singular guiding principle that defines my life's purpose.

I appreciate aspects such as integrity, kindness, and respect, and strive to incorporate them into my daily interactions. However, these don’t form a singular core that I view as a driving force in my life. Instead, they serve as guidelines, helping me navigate various situations with a sense of fairness and understanding.

I find the notion of having a calling somewhat idealistic, given the complexities and unpredictability of life. My approach tends to be more pragmatic, adapting to circumstances rather than following an unwavering path defined by a specific value. 

For me, values are tools rather than a mission. They inform my choices but don’t singularly define them or dictate a grand sense of purpose. Seeking balance and flexibility feels more practical than being devoted to an abstract concept. Ultimately, while recognizing the role values play in shaping my interactions, the notion of a value as my calling remains distant and somewhat abstract.",2.5,,,calling,,,,,,,low,False
R_12rnAweIjd1pUC5,"My relationship with America has been a strange one. Sure I was born in the United States but I feel like I didn't have much choice in the matter. My grandparents came to this country because they thought it would be a better place to make a living and raise their family What they didn't consider was that they were essentially robbing their future generations of its real culture and heritage. When I was younger I had a more positive opinion of America. So much so that I joined the Army was I was 17 years old. I thought I was doing a noble thing by serving my country. After serving my time and learning more and more about how things really work my opinion of American has dwindled quite a bit. It's not the great place that so many people are brainwashed into believing. I think this country spends too much time and money trying to shape other countries instead of its own. This country has a history of forcing its agenda on others and then covering up any wrong-doings. I dislike how so many people just say they are ""American"" and not even care where their families are really from. What exactly is an ""American""?",1.75,14.9,1.92,country (usa),-0.4963131089655171,0.15819744370046,-0.6545105526659771,-0.7517313899181352,0.3095697796548305,-1.0613011695729655,low,True
R_ALKUdk93EPBqXEl,"I like my religion. I do consider myself a Christian. I was raised that way and the rest of my family is Christian. I go to church on occasion with my family and spend time with some of the church members. I suppose I am not the most devout Christian in the bunch, but I do respect God and I believe I have a good relationship with Jesus and God. I like going to church and attending some of the extra things after too. I read the Bible on occasion and I have one that my grandmother gave me and it means a lot to me. I annotate my Bible whenever I am at service and like to take notes for later on in life so I can look back on it.",5.0,7.58,5.3,religion,0.7669304955482968,-1.3323568171338782,2.099287312682175,0.6554674564005993,-1.4508349588172011,2.1063024152178005,medium,True
R_1lrz7EJyyijEzAp,I basically chose this college because it allowed me not to have to commute so far as that I'd have to live on campus. The courses were very challenging and I expended a lot of effort to achieve high grades. However even with achieving high grades I've always had a very difficult time finding a decent job. I don't think that the money and work spent at college was worth it for me personally because in my experience I've found that who I knew and how much charisma I had mattered more than how dedicated and hard-working I was am and always will be. That's not to say that this college or any college in general won't be worthwhile for any other person.,2.0,16.13,0.0,college,-1.2138952748431866,0.4086594301521313,-1.622554704995318,-1.2876563668321035,0.918939229225656,-2.20659559605776,low,True
R_2bJeCCyMvtZ5WHT,Going to college was never my idea of fun but I went there and since it was just a community college I didn't have a problem with the student life there being too overbearing as if it were an university. I went to Central New Mexico for the purpose of getting my film crew technician degree but didn't have all the requirements needed to even start taking the classes. Right then and there my relationship became strained because I didn't want to take classes that were required because I was never going to apply those classes to the real world or my degree. I did like the fact that I could choose my schedule though. That made me really happy attending the college because the thing I hated most was getting up early so I was free to make my classes as late or early as I wanted to. As a couple of years did go by I could finally take the classes I wanted to and that made me realise that college was right for me. My feelings did change slightly when they moved the film classes 30 minutes away to a new building instead of near campus so they could have more space for movies and such. I was not so much bothered by the fact that I had to make my commute longer because I was finally doing what I wanted to do. All in all I really didn't mind college at all and I found going to college to be a good experience because I was constantly challenged mentally.,2.714285714,18.63,1.14,college,-0.7878308638533204,0.9177285083059352,-1.7055593721592557,-0.6551140696654983,1.5693406994323658,-2.224454769097864,low,True
R_bvIJJ71wxww0zv3,"I'm just not sure if there is a God or not. I can't help myself. I guess I don't admit it enough but sometimes the curiosity does consume me to the point I lose sleep. I want to believe. I believe I believe. I'm just not sure if I believe. If that makes any sense. I hope this doesn't make me too weird or different, but generally speaking I don't usually feel like I have a choice in what I believe. Which I suppose would insinuate I believe I have this mentality because of God. I am so unsure and so confused myself, I just don't know what to do most of the time.",1.0,35.96,0.88,religion,-0.8850034488159214,4.446595358068105,-5.331598806884027,-0.851742862330866,3.725274207205152,-4.5770170695360175,low,True
gpt-4o,"Growing up, my sibling and I always had a somewhat complex relationship. We're not the type to complete each other’s sentences or have telepathic connections, but there's a shared history and understanding that runs deeper than most friendships. We've had our fair share of conflicts, moments where it seemed like we were from different worlds. Yet, amidst all the disagreements, there's a mutual respect and appreciation for one another that anchors our relationship.

We’ve supported each other through various life moments — from school challenges and first jobs to navigating family dynamics. I wouldn't say we are inseparable, but there’s a comforting reliability in knowing we’ll show up for each other when it counts.

Our views on life sometimes differ, but those differences have sparked engaging conversations and broadened my perspective. My sibling has this uncanny ability to approach situations with humor and insight, which often helps me see things in a new light.

In essence, my sibling is like a mirror reflecting parts of me I may not always acknowledge, and for that, I am grateful. They're not just a sibling; they're an important part of my life, someone whose presence I value deeply, even if it's not always expressed with grand gestures or daily interactions.",3.5,,,sibling,,,,,,,medium,False
R_3MywaMohMqPNXWg,"I grew up in Christianity and enjoyed growing up. It seemed to have good avenues and made people treat me well. However, as I got older, I realised that I couldn't really understand or feel what was good for me.",2.142857143,20.41,0.0,religion,-1.2138952748431866,1.280185691951444,-2.4940809667946304,-1.151820934838488,0.8891749284296906,-2.0409958632681784,low,False
R_3QSlRs06Jm1XqWD,I love my alma mater. I feel very proud that I went to UWG. It was a great school for me due to many reasons. It was only 30 minutes away from my hometown so I could easily commute home on the weekends to see my friends and family but it was far enough away that I felt like I was on my own. I enjoyed being a music major and I made lots of lifelong friends while I was there not only in the music department but all around the campus. I have a lot of school pride and I cheer on the football basketball and baseball teams all season long. Whether I am in attendance at the games or not I follow the scores online. I am extremely proud to be a Wolf! I went WEST and I loved the choice. It is always nostalgic to go back and visit the campus and see all the new changes that they have made. I am excited for the future of the college as it continues to grow and change even more lives. I can't wait to see what the future holds and I hope that one day my daughters will enroll there! Not only did I go there but my two brothers went there as well as their wives. My wife and I met online and she moved down here and also fell in love with UWG. She had already graduated at the time and did not enroll but she said she would've gone WEST if she had the choice before she graduated.,6.571428571,11.74,4.55,college,0.4866249620023322,-0.4852658710859482,0.9718908330882804,1.2369642051925058,-0.2231657524573266,1.4601299576498323,high,True
R_2Xo2oF88nVXC6FJ,It is how I was raised. I do not go to church that often  but every once in awhile I will go. Thats about all I do with my faith. Thats all I really have to say about my faith I just go to church a couple times a year. I am kind of agnostic in a way to. So I am kind of on the fence about the whole god thing to.,2.571428571,14.08,2.82,religion,-0.1599464687103595,-0.0087772139339877,-0.1511692547763718,-0.1902071115754265,-0.2653272217084874,0.0751201101330609,low,True
R_UKJJdhFkrfkVffr,"I feel blessed to be in America and that we have a truly great country because of our freedoms and the luxuries we have in our lives. However I also recognize that America has a lot of problems as well. I can't stand how arrogant we come across at times and the utter lack of compassion or respect some Americans have for other countries or people in general. I sometimes think about how other countries see us and that is sometimes that we are selfish arrogant ignorant or bullies. We have a dark history beginning with the treatment of Indians. I feel like Americans can be wildly hypocritical... especially when it comes to immigration. (Hello where do you think your family came from?) America was founded on a freedom from religion yet many want to force their beliefs upon others.  I have quite a bit of fear about the Trump presidency and what that is going to do to further hurt our world image or likely how he is going to put me and my family in danger with his ignorance and blatantly unacceptable behaviors. I know that many times people fear change or get upset when ""their side"" doesn't win in politics however I have a feeling that this time is different. I really fear what is going to happen and whether the (needed) resistance to him is going to spur a new Civil War with his passionate followers or if he is going to get us into a World War. I really wish America would become more open more loving more compassionate more empathetic. I see these traits in my children so I have hope for our future. As scary as things are right now and as bad as they may become I have hope that it will spur a movement that will allow us to get better and embrace a different and better path for the country that we know and love.",4.5,17.23,6.46,country (usa),1.2004697207660555,0.6326498245398053,0.5678198962262502,0.9057022221616418,0.8439273671980976,0.0617748549635441,medium,True
gpt-4o,"Growing up, my sibling has always been an integral part of my life. We've shared countless memories, from family road trips to holiday gatherings, each adding layers to our relationship. While we don't always see eye to eye, there's an unspoken understanding and respect that binds us.

My sibling has the unique ability to make me laugh even during challenging times. They have a way of lightening the mood and helping me see the brighter side of any situation. This quality has been a comforting presence, especially when life feels overwhelming.

Whenever I need advice, my sibling is among the first people I turn to. Their perspective, though different from my own, often provides the clarity I need. They challenge my thoughts, encouraging me to consider different angles and broadening my understanding of various issues. This has helped me grow significantly over the years.

What makes our relationship truly special is the sense of unconditional support. We may not talk every day, but I know that they are always there for me, no matter the circumstance. This mutual support system reinforces the bond we share, making it more profound.

In a world that often feels uncertain, having someone like my sibling by my side is invaluable. They are my anchor, my confidant, and my friend.",5.5,,,sibling,,,,,,,medium,False
R_3Ic6JrrKhWfuhE5,I love my college its like my second Home. Most of my friends study there. The environment is so conducive for studying and I wouldn't have asked for more. The school has the best library I've been to. All the facilities there are up to date plus its close to home so i can visit my parents and relatives any time I feel like,6.571428571,7.81,6.25,college,1.1219841713731853,-1.2855224619437284,2.4075066333169137,2.180229034300602,-1.245596863622275,3.425825897922877,high,True
gpt-4o,"My relationship with the ideology of minimalism has always been somewhat detached. While I appreciate the merits of living with fewer possessions and the focus on simplicity, it feels more like a collection of ideas rather than something that profoundly influences my daily life. I understand the value in reducing clutter and living mindfully, yet I find myself wavering between minimalist principles and the comforts of maintaining certain possessions that bring joy and practicality.

The idea of minimalism often appeals to me during periods of stress or when my environment feels overwhelming. It's during these times that I try to adopt some minimalist practices, like decluttering my space or reassessing my priorities. However, this is usually temporary, and I don't fully commit to the lifestyle or see it as a defining aspect of who I am.

I respect those who embrace minimalism wholeheartedly and admire the clarity and focus it brings to their lives. For me, though, it remains more of a reference point—a set of guidelines I consider when evaluating excessive consumption or making space for what truly matters. While I occasionally align with its principles, minimalism doesn't completely encapsulate my way of life, allowing me to strike a balance that suits my personal needs and desires.",2.5,,,ideology,,,,,,,low,False
gpt-4o,"When I think about my political party, it's a relationship that has evolved over time. Initially, my affiliation was largely inherited from family, woven into casual conversations and voting patterns that I accepted without much scrutiny. Over time, however, my view has shifted.

I appreciate some of the party's economic policies, particularly those aimed at fiscal responsibility and business support. Yet, I feel increasingly distanced from their social policy stances, which often seem inflexible and outdated to me. Issues like healthcare and climate change demand progressive solutions that I find lacking in their platform.

This creates a conflict for me, as my connection with the party feels more about routine than genuine support. I approach each election with an openness to other candidates and perspectives, evaluating which align more with my beliefs rather than just following old loyalties.

I’m guided by principles of honesty and integrity in politics. These are the lenses through which I assess any political group—not blind allegiance. While I continue to vote for my party at times, it is with a critical eye and a hope that they will evolve to meet modern challenges more effectively.",2.5,,,political party,,,,,,,low,False
R_2CrYrebhwDZtRM5,"My relationship with my religion is the defining factor and purpose of my life.  I have a relationship with Jesus Christ, son of the living God.  I believe that he was sent to earth to die on the cross, thus absolving the sins of all of those who believe.  I believe that I have been saved by grace through faith, and that nothing can separate me from the love of Christ.  When my life here on earth is over, I will be called to heaven and there my soul will reside with my heavenly father.  I don't like to describe Christianity as a religion, rather I have a relationship with my creator.  I think the term ""religion"" really formalizes and legalizes the faith, where a relationship describes my thoughts more organically and honestly.",6.285714286,10.53,3.76,religion,0.1913698000005827,-0.7316553049123896,0.9230251049129724,0.1303308295122607,-0.9127968319755544,1.0431276614878149,high,True
R_1QFn2PTq9N1xWqF,It is very good in my life i have strong belief in my life and good.It is very good to be a Christianity and very good thoughtful process of it .It is very good and make a very comfortable life of it .It is nice to have it my life and make me very comfortable in all the stage of it,6.0,6.45,0.0,religion,-1.2138952748431866,-1.5624560404593977,0.3485607656162111,-1.151820934838488,-1.6569309192684083,0.5051099844299203,medium,True
R_d6yYfbNbA8mHUsx,I am a Christian in every sense of the word. I have a relationship with Jesus and I talk to him daily before I go to bed. It gives me a little bit of ease knowing that he is there for me and I am undertaking his will. This is something that I will always be grateful for.,4.142857143,8.62,1.72,religion,-0.571061251244441,-1.120584080621896,0.5495228293774549,-0.5653047022099541,-1.2611537208798071,0.695849018669853,medium,True
R_3exGAWPmNhm3LIA,"I have a loose idea of my religion.  I grew up going to church and continue to attend church a few time a year, but I don't build my life around it.  I believe in God and believe in the power of prayer, but I don't try and make it my entire life.  I think it is important to believe in something and to have you children attend church to feel the sense of belonging and provide them with a set of standards to live by.",3.714285714,15.12,4.65,religion,0.5239990331417943,0.2029955225779945,0.3210035105637998,0.4338188801165605,-0.0756459837710934,0.509464863887654,medium,True
R_1MJKJsVrEohdN50,It was great t o be Christina and it defines my identity and it creates me to get good more number of good variety of offer in my life.It made me very comfortable and good fro me.we can do regulatory god to church and do prayer and give them good attention of it.Nice to be with the identity fame is great,6.285714286,6.25,3.12,religion,-0.0478242552919736,-1.603181566711702,1.5553573114197283,-0.0879077686751006,-1.6934080804102147,1.605500311735114,high,True
R_2ROqbIUoiyKwySn,"I love America. I think it doesn't work as well as it does, but better. I love my freedom, and I love the army to care about me. We have children fighting, my two sons fighting. I love it. I will never stop loving it, and I will die for the Americans without any doubt.",6.75,14.29,10.0,country (usa),2.5235118391030085,0.0339845886309315,2.4895272504720767,2.1980623514044635,0.1696735872078806,2.028388764196583,high,False
R_1BWvT1SFi1HQfwd,"I feel his presence when he speaks to me. I feel confident that he is listening when I DO pray. I try to move when he feels I should, and try to be still when he feel I should This is hard many times, but I am slowly trusting the process. When I can, I try to be around like-minded people who have the same faith and ideas that I do, as it can help encourage me when things aren't happening as fast as I'd like them to do so.",5.285714286,14.44,3.33,religion,0.0306612941008964,0.0645287333201599,-0.0338674392192634,-0.0162982286448727,-0.1996683316532357,0.183370103008363,medium,True
R_3kFVDvmkdcA0fAO,It's ambivalent. On the one hand it's the best place in the world if you want to get rich or famous. On the other hand we've got a clown for president in addition to the war we started in Iraq and all the economic implications of that war.\\I've never been outside of the states (unless you count Mexican and Canadian border towns) but I have the impression that other first world countries are in better shape than us. Our education always ranks lower than countries like Germany and Japan. (Did we really win WWII?)Trump was right about our infrastructure. We need to a major investment into that. \We need to do something about health care. We pay 9 times more than France.\\So ...it's complicated. :),3.75,15.62,7.03,country (usa),1.4135019262609887,0.3048093382087553,1.1086925880522334,1.1137941073787063,0.474693154346312,0.6391009530323943,medium,True
R_3MzzpRTWzTa1ZYO,I love America its the greatest place on earth with the most freedom and opportunities. its the best place to live.....................................................................................................................................................................................,6.75,4.76,4.76,country (usa),0.5651105113952023,-1.9065867372913687,2.471697248686572,0.2850773013388177,-2.0159177472502026,2.3009950485890203,high,True
